総合NO,弾NO,販売日,呼称,略称,コレクションナンバー,大分類,小分類,カード名,レアリティ,A,B
2783,52,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,060/100,ポケモン,悪,ガラルマッスグマ,U,,
2784,53,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,061/100,ポケモン,悪,ガラルタチフサグマ,R,,
2785,54,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,062/100,ポケモン,悪,ヤブクロン,C,,
2786,55,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,063/100,ポケモン,悪,ダストダス,U,,
2787,56,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,064/100,ポケモン,悪,バルチャイ,C,,
2788,57,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,065/100,ポケモン,悪,バルジーナ,C,,
2789,58,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,067/100,ポケモン,鋼,ドリュウズ,C,,
2790,59,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,068/100,ポケモン,鋼,アイアント,C,,
2791,60,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,070/100,ポケモン,鋼,トゲデマル,C,,
2792,61,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,071/100,ポケモン,鋼,メルタン,C,,
2793,62,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,072/100,ポケモン,鋼,メルメタル,R,,
2794,63,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,073/100,ポケモン,鋼,アーマーガア,U,,
2795,64,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,074/100,ポケモン,竜,ラティアス,U,,
2796,65,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,075/100,ポケモン,竜,ラティオス,R,,
2797,66,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,076/100,ポケモン,竜,ヌメラ,C,,
2798,67,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,077/100,ポケモン,竜,ヌメイル,C,,
2799,68,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,078/100,ポケモン,竜,ヌメルゴン,U,,
2800,69,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,079/100,ポケモン,無,ノコッチ,U,,
2801,70,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,080/100,ポケモン,無,ドーブル,C,,
2802,71,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,081/100,ポケモン,無,エネコ,C,,
2803,72,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,082/100,ポケモン,無,エネコロロ,C,,
2804,73,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,083/100,ポケモン,無,ホルビー,C,,
2805,74,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,084/100,ポケモン,無,ホルード,C,,
2806,75,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,087/100,ポケモン,無,ココガラ,C,,
2807,76,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,088/100,ポケモン,無,アオガラス,C,,
2808,77,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,089/100,トレーナーズ,グッズ,クロスシーバー,U,,
2809,78,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,090/100,トレーナーズ,グッズ,クロススイッチャー,U,,
2810,79,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,091/100,トレーナーズ,グッズ,バトルVIPパス,U,,
2811,80,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,092/100,トレーナーズ,グッズ,パワータブレット,U,,
2812,81,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,093/100,トレーナーズ,ポケモンのどうぐ,スポンジグローブ,U,,
2813,82,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,094/100,トレーナーズ,ポケモンのどうぐ,なごりの大鈴,U,,
2814,83,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,095/100,トレーナーズ,サポート,カゲツ,U,,
2815,84,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,096/100,トレーナーズ,サポート,カミツレのきらめき,U,,
2816,85,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,097/100,トレーナーズ,サポート,ダンサー,U,,
2817,86,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,098/100,トレーナーズ,サポート,ポッドとデントとコーン,U,,
2818,87,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,099/100,トレーナーズ,スタジアム,スケーターズパーク,U,,
2819,88,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,100/100,エネルギー,特殊,フュージョンエネルギー,U,,
2820,89,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,011/100,ポケモン,草,アマージョV,RR,,
2821,90,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,014/100,ポケモン,炎,シャンデラV,RR,,
2822,91,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,015/100,ポケモン,炎,シャンデラVMAX,RRR,,
2823,92,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,026/100,ポケモン,水,ケケンカニV,RR,,
2824,93,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,034/100,ポケモン,雷,パルスワンV,RR,,
2825,94,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,035/100,ポケモン,雷,パルスワンVMAX,RRR,,
2826,95,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,039/100,ポケモン,超,ミュウV,RR,,
2827,96,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,040/100,ポケモン,超,ミュウVMAX,RRR,,
2828,97,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,066/100,ポケモン,悪,フーパV,RR,,
2829,98,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,069/100,ポケモン,鋼,ゲノセクトV,RR,,
2830,99,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,085/100,ポケモン,無,ヨクバリスV,RR,,
2831,100,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,086/100,ポケモン,無,ヨクバリスVMAX,RRR,,
2832,101,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,101/100,ポケモン,草,アマージョV,SR,,
2833,102,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,102/100,ポケモン,炎,シャンデラV,SR,,
2834,103,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,103/100,ポケモン,水,ケケンカニV,SR,,
2835,104,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,104/100,ポケモン,雷,パルスワンV,SR,,
2836,105,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,105/100,ポケモン,超,ミュウV,SR,,
2837,106,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,106/100,ポケモン,超,ミュウV,SR,,
2838,107,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,107/100,ポケモン,悪,フーパV,SR,,
2839,108,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,108/100,ポケモン,鋼,ゲノセクトV,SR,,
2840,109,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,109/100,ポケモン,鋼,ゲノセクトV,SR,,
2841,110,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,110/100,ポケモン,無,ヨクバリスV,SR,,
2842,111,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,111/100,ポケモン,無,ヨクバリスV,SR,,
2843,112,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,112/100,トレーナーズ,サポート,カゲツ,SR,,
2844,113,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,113/100,トレーナーズ,サポート,カミツレのきらめき,SR,,
2845,114,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,114/100,トレーナーズ,サポート,ダンサー,SR,,
2846,115,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,115/100,トレーナーズ,サポート,ポッドとデントとコーン,SR,,
2847,116,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,116/100,ポケモン,炎,シャンデラVMAX,HR,,
2848,117,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,117/100,ポケモン,雷,パルスワンVMAX,HR,,
2849,118,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,118/100,ポケモン,超,ミュウVMAX,HR,,
2850,119,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,119/100,ポケモン,超,ミュウVMAX,HR,,
2851,120,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,120/100,ポケモン,無,ヨクバリスVMAX,HR,,
2852,121,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,121/100,トレーナーズ,サポート,カゲツ,HR,,
2853,122,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,122/100,トレーナーズ,サポート,カミツレのきらめき,HR,,
2854,123,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,123/100,トレーナーズ,サポート,ダンサー,HR,,
2855,124,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,124/100,トレーナーズ,サポート,ポッドとデントとコーン,HR,,
2856,125,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,125/100,ポケモン,雷,モココ,UR,,
2857,126,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,126/100,トレーナーズ,グッズ,パワータブレット,UR,,
2858,127,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,127/100,トレーナーズ,スタジアム,トレーニングコート,UR,,
2859,128,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,128/100,エネルギー,草,基本草エネルギー,UR,,
2860,129,2021年09月24日,ソード&シールド 拡張パック フュージョンアーツ,S8,129/100,エネルギー,炎,基本炎エネルギー,UR,,
2861,1,2021年10月22日,ソード＆シールド 拡張パック 25th ANNIVERSARY COLLECTION,S8a,001/028,ポケモン,雷,ピカチュウ,,,
2862,2,2021年10月22日,ソード＆シールド 拡張パック 25th ANNIVERSARY COLLECTION,S8a,002/028,ポケモン,超,ミュウ,,,
2863,3,2021年10月22日,ソード＆シールド 拡張パック 25th ANNIVERSARY COLLECTION,S8a,003/028,トレーナーズ,サポート,博士の研究 オーキド博士,,,
2864,4,2021年10月22日,ソード＆シールド 拡張パック 25th ANNIVERSARY COLLECTION,S8a,004/028,ポケモン,炎,ホウオウ,,,
2865,5,2021年10月22日,ソード＆シールド 拡張パック 25th ANNIVERSARY COLLECTION,S8a,005/028,ポケモン,無,ルギア,,,
2866,6,2021年10月22日,ソード＆シールド 拡張パック 25th ANNIVERSARY COLLECTION,S8a,006/028,ポケモン,闘,グラードン,,,
